word	probability	surprisal
آلیس	9.792316859602579e-07	19.961846422727
نشسته	3.7010292999184458e-06	18.04364201226488
بود	0.23002082109451294	2.120163637499268
لب	0.0001320548908552155	12.886574644633626
آب	0.0007880476769059896	10.309429464137976
کنار	0.0018766527064144611	9.057622595117634
خواهرش	0.000144280944368802	12.758831608341211
و	0.11490052938461304	3.121542649916421
از	0.016825325787067413	5.893221749911725
اینکه	0.006749101914465427	7.2110887454243215
کاری	0.00038563861744478345	11.340462850786405
انجام	0.05933258682489395	4.07503150594716
نمی‌داد	0.22701501952467473	2.1391403441687857
دیگر	8.775734750088304e-05	13.476120554041579
حوصله‌اش	0.09105252483002063	3.45715716697957
داشت	5.321034768712707e-05	14.197933644025222
سر	0.19139626622200012	2.385365409031794
می‌رفت	0.9262028115752577	0.11059995840338421
یکی	0.0009725012350827456	10.006012297217591
دو	0.00541682168841362	7.528337683879969
بار	0.09630904346704483	3.376184915563928
به	0.10062447190284729	3.3129468831894755
کتابی	8.758805051911622e-06	16.800834510373672
که	0.3903583586215973	1.3571289329043124
خواهرش	5.999427230563015e-05	14.024815702227368
می‌خواند	0.29840322278440556	1.7446649779605252
دزدکی	0.002834236473591516	8.462824150596301
نگاهی	0.01640988513827324	5.92929104909638
انداخت	0.5504932403564453	0.8612032462005493
اما	0.0011203918838873506	9.801780846974124
هیچ	0.010809626430273056	6.531539523918176
تصویری	0.0006035925471223891	10.694137387296436
یا	0.0011747591197490692	9.733419317122516
گفتگویی	0.0005190281081013381	10.911899709327848
در	0.09509816020727158	3.3944387591570293
کتاب	0.0014864708064123988	9.393893154990455
نبود	0.009918955154716969	6.655596127003425
با	0.018793057650327682	5.733656375912607
خود	0.0005448486772365868	10.841856778859723
فکر	0.11546234041452408	3.1145057207930793
کرد	0.45835065841674805	1.125476348979423
آخه	0.00013186655996832997	12.888633621513497
کتاب	0.00014105308218859136	12.791474188566674
بدون	0.000636153039522469	10.618338502718569
عکس	0.0020058518275618553	8.961569246776316
و	0.0575396791100502	4.119299014363673
گفتگو	6.825881428085268e-05	13.838625120738259
به	0.016488829627633095	5.9223671894428005
چه	0.05699106678366661	4.13312039184691
دردی	0.4225219786167145	1.242901705879226
می‌خوره	0.6549281791802404	0.6105913885756603
پس	0.0056630270555615425	7.464210862229984
فکری	5.171477823751047e-06	17.56099195912513
به	0.5685669183731079	0.8145979355263459
ذهنش	0.01923876442015171	5.6998400425461755
رسید	0.6276050209999084	0.672071200607655
البته	0.00014312360144685954	12.770450783775944
تا	0.009087062440812588	6.78197029244337
جایی	0.04253134876489639	4.555329582975325
که	0.9012186527252197	0.15005092122115807
می‌توانست	0.3957602746579162	1.337301289046442
فکر	0.017922494560480118	5.802084735439214
کند	0.002330293646082282	8.745272520746699
چون	0.009889975190162659	6.659817382795415
گرمای	6.710056186420843e-05	13.8633156276043
روز	0.001606089062988758	9.282232387342649
حسابی	0.0010313139064237475	9.921300764456113
گیج	0.00020800167112611234	12.231117260242362
و	0.023029712960124016	5.440359760128392
خواب آلوده‌اش	0.18646177535965602	2.4230481863971467
کرده	0.7593030333518982	0.39725232326047816
بود	0.9776723980903625	0.03257697206852443
ارزش	0.00017775065498426557	12.457857503582055
داره	0.015950288623571396	5.970273659701337
بلند	1.70156781678088e-05	15.842775822702665
شم	0.04320360720157623	4.532704417326567
چند	0.0006111686816439033	10.676141762868639
تا	0.21584558486938477	2.2119285121745795
گل	0.007582575548440218	7.043096317553878
مینا	1.6934211089392193e-05	15.849699696576266
بچینم	0.04464477129176379	4.485364970154125
و	0.11545076966285706	3.1146503038880606
تاج	6.64941399008967e-05	13.876413272295812
گلی	0.01475832611322403	6.082327089317795
درست	0.006893818732351065	7.18048092001207
کنم	0.8937025666236877	0.16213332729807722
یا	0.002927119843661785	8.41630247013611
نه	0.007924222387373447	6.979514915709453
اما	0.0011203918838873506	9.801780846974124
در	0.05514766648411751	4.180556348799709
همین	0.009604372084140778	6.702092988387972
لحظه	0.023691993206739426	5.3994566121964365
ناگهان	0.008220876567065716	6.926492052368866
خرگوشی	0.006489448980577303	7.2676883005420425
سفید	0.001128805335611105	9.79098757230041
با	0.0937815010547638	3.414552818938076
چشمانی	0.006514772307127714	7.262069527529162
صورتی	0.0032497099600732327	8.265473322778384
از	0.0775003582239151	3.6896532109146696
نزدیکی	0.0008261253242380917	10.241351722672334
او	0.17885877192020416	2.4831072195207176
رد	0.2322409600019455	2.106305654207052
شد	0.8773238062858582	0.1888186780979726
اتفاق	9.460531146032736e-05	13.367719290847173
چندان	0.0003916023124475032	11.318323095336405
خارق‌العاده‌ای	0.15211927916241208	2.7167250871937916
نیفتاده	0.03222348541021347	4.955743640110243
بود	0.12062707543373108	3.0513743301879455
و	0.13940036296844482	2.8426937772097665
آلیس	7.0331971073755994e-06	17.11738791950754
هم	0.02823181264102459	5.146534428884263
پیش	0.002514191437512636	8.63568977991756
خود	0.016045965254306793	5.96164561139119
اندیشید	0.0034564840607345104	8.17647901186013
چندان	1.4996464415162336e-05	16.025018065178767
چیز	0.0020870608277618885	8.904311635946044
عجیبی	0.23680830001831055	2.078208447259161
نیست	0.5976288914680481	0.742678200156892
که	0.19041575491428375	2.3927752433614375
خرگوشی	0.003127775556976726	8.320647293261736
حرف	7.709715282544494e-05	13.662962891604627
بزند	0.7047924399375916	0.5047296458319902
و	0.3949304521083832	1.3403294801609695
بگوید	0.005285145714879036	7.563841036472224
وای	0.012066058349038556	6.3729017256968845
خدایا	0.014062119647860527	6.152042114925327
خیلی	0.006440155208110809	7.278688826869784
دیر	0.002300029154866934	8.76413213596402
شد	0.21696557104587555	2.204461966605276
ولی	0.0008239154703915119	10.24521604784789
وقتی	0.005423380993306637	7.526591761211621
بعد	0.0023438031785190105	8.736932860506347
به	0.008473161607980728	6.882883898920726
موضوع	0.0009253868483938277	10.077655784095379
فکر	0.02790510281920433	5.163327227619294
کرد	0.034073591232299805	4.875202179528961
به	0.05454029515385628	4.196533682116844
صرافت	0.009339082765284532	6.742503421553321
افتاد	0.48454949259757996	1.045284062728171
که	0.5594478845596313	0.8379243518702825
بایستی	3.3371528843417764e-05	14.871022692492764
از	0.06347556412220001	3.97765487827636
این	0.08629678934812546	3.534549304503779
قضیه	0.006330660078674555	7.303428351741117
تعجب	0.0001566240971442312	12.640406186358543
می‌کرده	0.06664186289718117	3.9074274596150773
در	0.0025113977026194334	8.637293774107604
حالی	0.21741776168346405	2.201458290465408
که	0.9759522080421448	0.0351175935221222
آن	0.010982433333992958	6.508658447822736
موقع	0.011422225274145603	6.452012446321744
همه	0.013127848505973816	6.2512256942673
چیز	0.3022805154323578	1.7260401069738964
کاملا	0.007380506955087185	7.082064368583604
طبیعی	0.05615006387233734	4.154568526040177
بنظرش	0.0015424869829779259	9.340525970115552
رسیده	0.08458199352025986	3.563505626004136
بود	0.8867435455322266	0.17341117084055824
اما	0.0011203918838873506	9.801780846974124
زمانی	0.0021703147795051336	8.847879980289026
که	0.7996037602424622	0.32264283832458535
خرگوش	1.70172170328442e-05	15.842645354052049
ساعتی	6.1543100855487864e-06	17.30997143348288
از	0.08769125491380692	3.511423213941174
جیب	0.0010110639268532395	9.949910066809432
جلیقه‌اش	0.0767485055843869	3.7037175305881185
در	0.04110705479979515	4.604470179048779
آورد	0.5297127962112427	0.9167177348125326
به	0.033235255628824234	4.911141739353808
آن	0.006937992759048939	7.171265949729582
نگاه	0.19836151599884033	2.3337959384319564
کرد	0.661952555179596	0.5952002779455665
و	0.4581482410430908	1.1261136144384116
بعد	0.01684562861919403	5.89148192404154
با	0.03563446179032326	4.810583055173354
عجله	0.005547077860683203	7.494056308895381
رفت	0.006229934748262167	7.326567231982887
آلیس	9.792316859602579e-07	19.961846422727
از	0.0011811588192358613	9.725581321350415
جا	0.00011111301864730194	13.135684518379977
پرید	0.16145889461040497	2.630761175106986
چون	0.001250951667316258	9.642758235102548
به	0.04056720435619354	4.623542305530424
ذهنش	0.0015710301231592894	9.314073441320952
خطور	0.06327545642852783	3.9822101807252346
کرد	0.4878356456756592	1.0355329165797542
که	0.6331493854522705	0.6593821651792073
تا	0.002015133621171117	8.954908779303654
آن	0.01077784039080143	6.535788062668541
لحظه	0.09736591577529907	3.3604393635430654
هرگز	0.007111550774425268	7.13562009041258
خرگوشی	0.00531674944981877	7.555239803199175
با	0.01696017012000084	5.8817055487621355
جلیقه‌ی	0.01677952954242224	5.897153923122687
جیب‌دار	0.007977189061323093	6.9699038141164165
ندیده	0.2543240189552307	1.9752603749307631
است	0.3637768030166626	1.4588745454103924
که	0.01227453164756298	6.348188212292115
یک	0.010747453197836876	6.539861361974623
ساعت	0.012971019372344017	6.268564326558572
جیبی	0.006279283819246151	7.315184262064616
از	0.02274889126420021	5.458059956842259
جلیقه‌	0.07255922654410928	3.784697112449155
خود	0.00012162824714323506	13.005234057997054
در	0.04576373100280762	4.4496515135364145
آورد	0.11514481902122498	3.118478596831233
و	0.48376429080963135	1.04762381455919
در	0.11389747262001038	3.1341923608266944
حالی	0.009243727661669254	6.757309528853404
که	0.9273656010627747	0.1087898813262612
داشت	0.002831614576280117	8.464159377550057
از	0.08351444453001022	3.581830444289057
کنجکاوی	0.00012559682363644242	12.95891240084458
میمرد	0.0026574115299288275	8.555762622052473
از	0.053481604903936386	4.224813430547477
جا	0.1175648421049118	3.0884714097504053
پرید	0.9076074361801147	0.13985966558598611
و	0.4122972786426544	1.2782431561006375
خرگوش	0.002593799727037549	8.590717194418671
را	0.6498355269432068	0.6218534759603528
دنبال	0.004037661012262106	7.952264492481436
کرد	0.5950644612312317	0.7488821359434555
تا	0.042256031185388565	4.56469891843281
اینکه	0.29280999302864075	1.7719633040835403
خرگوش	0.052332259714603424	4.256155633694908
نزدیک	0.0020457704085856676	8.93314004035145
پرچین	1.1297213859506883e-05	16.433673458140294
به	0.0030841168481856585	8.340926858869414
درون	0.008854778483510017	6.819328068564509
لانه‌	0.08071934834490455	3.6309416622998487
بزرگی	5.6190023315139115e-05	14.119326475511658
رفت	0.3919593095779419	1.3512242030905477
و	0.6054506897926331	0.7239186287555277
ناپدید	0.00027279366622678936	11.839902231555696
شد	0.9600192904472351	0.05886469951924246
لحظه‌ای	0.04195877172440894	4.574883743819517
بعد	0.00263013131916523	8.570649451388318
آلیس	2.436426711938111e-06	18.646801742613217
بی‌	0.009021313096380094	6.792446844556194
آنکه	5.5550688557559624e-05	14.135835680330633
حتی	0.023151416331529617	5.432755734001078
یک	0.2163156419992447	2.2087901031019768
بار	0.08404210954904556	3.572743814082788
هم	0.11734843999147415	3.0911294318206854
به	0.15018302202224731	2.7352063674463927
بیرون	0.0003521233156789094	11.471631621815403
آمدن	0.0017536666709929705	9.155409731751407
خود	0.014007683843374252	6.157637762479952
فکر	0.17665763199329376	2.500972016754003
کند	0.8260908126831055	0.2756277081506065
به	0.10603529214859009	3.2373835722351383
دنبال	0.008016164414584637	6.962872185600853
خرگوش	0.0008818539208732545	10.14717268644913
به	0.007818630896508694	6.99886828221177
درون	0.024065067991614342	5.376915690385247
سوراخ	0.007078514900058508	7.14233757563381
رفت	0.1475411057472229	2.7608111417971037
لانه‌ی	0.0069046280384515825	7.1782205879970755
خرگوش	0.00729873264208436	7.098138309671368
اول	4.516870103543624e-05	14.434317049186523
مثل	9.376461821375415e-05	13.380596845482977
تونل	7.211280899355188e-05	13.759384934385741
مستقیمی	1.9787965754858305e-07	22.26887335633467
بود	0.08076050877571106	3.6302061903747394
و	0.014978921040892601	6.060922482200685
بعد	0.04334988445043564	4.527828041841009
یک	0.009655168280005455	6.694482880523586
دفعه	0.0006681555532850325	10.547528363934337
رو	0.0026274484116584063	8.572121846630766
به	0.8276832103729248	0.2728494023746143
پایین	0.033172521740198135	4.913867501321011
سرازیر	0.027441425248980522	5.187500775820924
شد	0.8164092898368835	0.2926354961456499
چنان	0.0007434980943799019	10.393383334961317
غافلگیرکننده	0.0006963014488822673	10.4880003541452
بود	0.27069005370140076	1.8852862170843614
که	0.9174919724464417	0.12423255966979425
آلیس	9.308982953371014e-06	16.712945013600134
حتی	0.0006345087895169854	10.62207223044802
مجال	0.0002075989032164216	12.233913557859482
توقف	0.00034921348560601473	11.483603106832794
پیدا	0.02079775370657444	5.587428473494339
نکرد	0.8962253332138062	0.15806658778393542
و	0.3081805408000946	1.6981523251096218
به	0.10030031204223633	3.3176020005914406
جایی	0.0004951728624291718	10.979780128631486
شبیه	6.41375663690269e-05	13.92847086113037
چاهی	4.1062303353101015e-05	14.571825918035277
بسیار	0.0004102927923668176	11.251058568989446
عمیق	0.7921682000160217	0.3361213065456207
سقوط	0.029281845316290855	5.093849715907746
کرد	0.9749891757965088	0.036541892549607914
یا	0.0014070390025153756	9.473121964647959
چاه	1.566084574733395e-05	15.962478348491297
زیادی	1.4632126294600312e-05	16.060501041817695
عمیق	0.0006252882885746658	10.643190883207934
بود	0.05370601266622543	4.218772575341441
یا	0.024093711748719215	5.37519952517411
او	0.0012396789388731122	9.655817755397518
خیلی	0.0057834479957818985	7.433854424584665
کند	0.0005790703580714762	10.753973730688957
افتاد	0.0001037871406879276	13.234084675882718
چون	0.0013574303593486547	9.524906099744438
در	0.036474987864494324	4.776948691627084
حین	0.004992788191884756	7.645938579876528
پایین	0.001802502665668726	9.11578289163471
آمدن	0.478341668844223	1.0638866234115971
کلی	4.467671169550158e-05	14.450117470244361
وقت	0.0007245263550430536	10.430674209990341
داشت	0.1185159832239151	3.076846458861452
به	0.016581976786255836	5.914240184766769
اطراف	0.009937508963048458	6.652900028151093
خود	0.04666232317686081	4.421598053213417
نگاه	0.8667322993278503	0.2063416263178493
کند	0.6075127124786377	0.7190134968059844
و	0.2536466717720032	1.9791078646352551
از	0.05715325102210045	4.129020624842173
آنچه	0.0024660194758325815	8.663600090932636
هر	0.000252661993727088	11.950503714021067
لحظه	0.1366160809993744	2.871800782470425
اتفاق	0.03265497088432312	4.936553567856078
می‌افتاد	0.9426092190743065	0.08526830336250517
متعجب	0.006182434502989054	7.337609233947143
شود	0.21742112934589386	2.201435944212636
اول	0.00014046390424482524	12.79751293847998
سعی	3.991461198893376e-06	17.934651582653807
کرد	0.34416553378105164	1.5388254679708142
به	0.05166563019156456	4.274651322028141
پایین	0.0006827340112067759	10.516388756311787
نگاه	0.15767578780651093	2.6649669534226725
کند	0.6402634978294373	0.6432623323104976
و	0.21010218560695648	2.2508369250329157
بفهمد	7.656811794731766e-05	13.672896678292835
به	0.007081605028361082	7.14170790401081
کجا	0.0364612452685833	4.777492354888887
میرود	0.004483046010136604	7.801304978613819
اما	0.0011203918838873506	9.801780846974124
آنقدر	0.0004992380854673684	10.9679843820099
تاریک	7.68280224292539e-05	13.668007855600356
بود	0.20998093485832214	2.251669750014899
که	0.9243289828300476	0.11352167460444208
نمی‌توانست	0.22315109093013907	2.1639072353034003
چیزی	0.022798476740717888	5.454918754508652
ببیند	0.15463486313819885	2.693062476747936
بعد	0.0010231327032670379	9.932791005728506
به	0.00367763196118176	8.087007175316078
دو	0.0017980398843064904	9.119359261444327
طرف	0.008739990182220936	6.838152625539088
چاه	0.00019335697288624942	12.336445587370665
نگاهی	0.006892550271004438	7.180746400052399
